FID,UID,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MUNICIPAL,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,CAF,EPOI_TYPE,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,LONGITUDE,LATITUDE,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,ELEVATION,ACCURACY,ACQ_TECH,x,y
3225,331F4D2C-2BA3-4BFC-B6AC-9776E3D8B066,POI3804678,NUNATTA SUNAKKUTAANGIT MUSEUM, ,BLDG 212, ,IQALUIT,IQALUIT,NU, , ,867-979-5537,867-979-4533, , , , ,84120000,00000000,00000000,00000000,00000000,00000000,71211,00000,00000,00000,00000,84,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3226,9D554C64-7816-4D40-A657-40926444C673,POI3804679,NW NATUROPATHIC CLINIC & DISPENSARY, ,5120 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1N6, ,867-669-0000, , ,http://www.nwhdclinic.com,ADD941180, ,80490000,80930000,00000000,00000000,00000000,00000000,621399,621498,00000,00000,00000,80,I,-114.3648171,62.4527499,1,2, , , ,189.99,25,5,-114.364817100329,62.4527498995882
3227,20ECC798-55E5-4DD8-819C-1A0BDFFC7639,POI3804681,FOXY'S NIGHT CLUB, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-4692, , , , , ,58130000,00000000,00000000,00000000,00000000,00000000,72241,00000,00000,00000,00000,58,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3228,9663F187-E729-444B-AFDA-5FC1025F628A,POI3804683,IQALUIT ELDERS HOME, ,BUILDING 227, ,IQALUIT,IQALUIT,NU, , ,867-979-2733,867-979-3413, , , , ,80520000,00000000,00000000,00000000,00000000,00000000,62311,00000,00000,00000,00000,80,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3229,E2B25EC5-531A-461A-8739-3521096256ED,POI3804684,ARCHIVES POND INLET, , , ,POND INLET,POND INLET,NU,X0A0S0, ,867-899-6003, , , , , ,50390000,00000000,00000000,00000000,00000000,00000000,541611,51412,00000,00000,00000,50,F,-77.958181,72.700114,8,2, , , ,39.353,-1,12,-77.958181000153,72.7001140003609
3230,A6A4C625-573C-461B-BAF6-317E6799DD3D,POI3804690,ESSO (IMPERIAL OIL) - EMERGENCY NUMBER, ,PO BOX 5000, ,NORMAN WELLS,NORMAN WELLS,NT,X0E0V0, ,867-587-2862, , , , , ,29110000,00000000,00000000,00000000,00000000,00000000,32411,00000,00000,00000,00000,29,D,-126.705712,65.305301,8,2, , , ,310.336,-1,12,-126.705712000209,65.3053009998413
3231,206BA599-495C-40AD-AF70-88427B0EF312,POI3804720,CLEMMEY ROBERT DR, ,4901 48TH ST, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-5071, , , ,ADD965843, ,80110000,00000000,00000000,00000000,00000000,00000000,621112,00000,00000,00000,00000,80,I,-114.3717572,62.4564693,2,2, , , ,188.867,25,6,-114.371757200035,62.456469300418
3232,4BDE1E14-9D52-4CB2-85C5-0BB7100BA8CE,POI3804725,GUTHRIE DR - MAIN RECEPTION, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-4124, , , , , ,80110000,00000000,00000000,00000000,00000000,00000000,621112,00000,00000,00000,00000,80,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3233,5A38420F-ED6A-4E96-9FEA-34DEE937D9DE,POI3804730,ENBRIDGE PIPELINES (NW) INC, ,PO BOX 280, ,NORMAN WELLS,NORMAN WELLS,NT,X0E0V0, ,867-587-7000, , , , , ,16230000,00000000,00000000,00000000,00000000,00000000,23491,00000,00000,00000,00000,16,C,-126.705712,65.305301,8,2, , , ,310.336,-1,12,-126.705712000209,65.3053009998413
3234,C52942B9-FFB0-4450-A453-E4562B6BFC36,POI3804731,ESSO (IMPERIAL OIL), , , ,FORT SIMPSON,FORT SIMPSON,NT,X0E0N0, ,867-695-2624, , , , , ,16230000,00000000,00000000,00000000,00000000,00000000,23491,00000,00000,00000,00000,16,C,-121.347627,61.861763,8,2, , , ,122,-1,12,-121.347626999586,61.8617629998626
3235,7A1E34F9-F673-4B50-891F-C27F9A3EB7B2,POI3804735,DOMINO'S PIZZA - MODEM LINE, ,10 STANTON PLAZA, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-5986,867-873-4338, , ,ADD862125, ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3236,16070FAA-11CC-445D-84A3-3A459FCB7971,POI3804736,THE ROOST, ,106 MACKENZIE RD, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-2727, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-133.7279334,68.3591166,5,2, , , ,15.002,50,5,-133.727933357139,68.359116612142
3237,99421902-575E-4C29-83C3-1D9987426B16,POI3804737,B&T PLUMBING & HEATING, , , ,HAY RIVER,HAY RIVER,NT,X0E0R7, ,867-874-6190,867-874-4406, , , , ,17110000,00000000,00000000,00000000,00000000,00000000,23511,332996,00000,00000,00000,17,C,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
3238,5F196706-5C7E-4A56-8B2E-8759578205AF,POI3804738,COMPETITIVE PLUMBING & HEATING, ,178 MAGRUM CRES, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3W4, ,867-873-1283, , , ,ADD893154, ,17110000,00000000,00000000,00000000,00000000,00000000,23511,332996,00000,00000,00000,17,C,-114.4173385,62.4564873,2,2, , , ,200.984,25,6,-114.417338499772,62.4564873003487
3239,9182603F-4D6E-4EC5-9D4B-8C387BDD51DF,POI3804743,NWT MECHANICAL SPECIALISTS LTD, ,PO BOX 139, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N1, ,867-873-5469, , , , , ,50740000,00000000,00000000,00000000,00000000,00000000,44419,42172,00000,00000,00000,50,F,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
3240,96F3B09A-8B72-45CC-A3FD-7AD3C1791338,POI3804744,CANADA POST-MAIN WICKET, ,MAIN WICKET, ,AKLAVIK,AKLAVIK,NT,X0E0A0, ,867-978-2511, , , , , ,73890000,42150000,59470000,73310000,35790000,00000000,49111,49211,49221,45322,333313,73,I,-134.998551,68.220102,8,2, , , ,6,-1,12,-134.998550999629,68.2201020003071
3241,CEE213D1-7B7F-4AF9-83B6-433CFDB0AE0C,POI3804746,LINCO'S POTTERY NOOK, ,5024 51 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1S6, ,867-669-9110, , , ,ADD778796, ,32690000,00000000,00000000,00000000,00000000,00000000,327112,00000,00000,00000,00000,32,D,-114.370696,62.452204,2,2, , , ,188.809,25,6,-114.37069600002,62.4522040003144
3242,52DFCD9E-5BE7-498E-B9CF-C99DE2C80DEB,POI3804747,KLASSEN HOMES, , , ,ENTERPRISE,ENTERPRISE,NT,X0E0R1, ,867-984-3911, , , , , ,24520000,52710000,00000000,00000000,00000000,00000000,321992,45393,00000,00000,00000,24,D,-116.139932,60.556992,8,2, , , ,262.447,-1,12,-116.139931999562,60.5569920000808
3243,28181184-DEF9-463D-991C-23CF348ED9C5,POI3804750,ATCO FRONTEC CORPORATION, ,107 MACKENZIE RD, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-4818, , , ,ADD821285, ,87110000,00000000,00000000,00000000,00000000,00000000,54133,00000,00000,00000,00000,87,I,-133.728458,68.358754,2,2, , , ,14.001,25,6,-133.728458000037,68.3587540000971
3244,5BA2EEDD-8511-4C10-83DB-E3C7BC1ECDBD,POI3804753,BACK EDDY COCKTAIL LOUNGE & RESTAURANT, ,6 COURTOREILLE ST, ,HAY RIVER,HAY RIVER,NT,X0E1G2, ,867-874-6680,867-874-6680, , ,ADD902387, ,58130000,58120000,00000000,00000000,00000000,00000000,72241,72211,00000,00000,00000,58,G,-115.7871278,60.8091143,5,2, , , ,160.994,50,5,-115.787127799908,60.8091142997852
3245,6A8FEA47-0AAA-4A24-A36C-EC7241BDFAF0,POI3804754,BLACK KNIGHT, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-765-0596, , , , , ,58130000,00000000,00000000,00000000,00000000,00000000,72241,00000,00000,00000,00000,58,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3246,64F0D11E-E8CE-4A3D-B892-469DBCF029AD,POI3804761,C H F P RADIO SOCIETY, , , ,FORT PROVIDENCE,FORT PROVIDENCE,NT,X0E0L0, ,867-699-3330, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-117.659929,61.358005,8,2, , , ,151.702,-1,12,-117.659928999624,61.3580050002306
3247,397B4248-87DC-49E4-9831-D40D02CA40B0,POI3804764,C J C D RADIO - NEWS & SPORTS, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-4663,867-920-4033, , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3248,AEC14CD0-7652-4F16-874A-E8DCCDA8B1B4,POI3804765,C J C D RADIO - REQUEST LINE, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-2523,867-920-4033, , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3249,1AF28471-88AF-4CC7-9DA4-5306328776E5,POI3804766,C K L B-FM RADIO - REQUEST LINE, ,4 LESSARD DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2G5, ,867-920-2566,867-920-4205,877-217-2552, ,ADD932524, ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-114.3472353,62.4681505,2,2, , , ,159.874,25,6,-114.347235300369,62.4681505000456
3250,A4324C9B-E54D-475D-B370-BA2F7B1B6418,POI3804767,CAPE DORSET FM RADIO, , , ,CAPE DORSET,CAPE DORSET,NU,X0A0C0, ,867-897-8875, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-76.540568,64.233304,8,2, , , ,17.113,-1,12,-76.5405680001131,64.2333040001795
3251,3539B10B-F9A3-4675-89B2-13C8C3FA0F32,POI3804768,CHARTER COMMUNITY OF WHA TI, , , ,WHATI,WHATÌ,NT,X0E1P0, ,867-573-3401, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-117.27034,63.14373,8,2, , , ,270.003,-1,12,-117.270340000291,63.1437300002394
3252,E788CD5A-DBC7-4F7F-AB04-0E505D0D3A20,POI3804769,CIVR RADIO TAIGA, ,5016 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A1N3, ,867-766-5172, , ,http://www.civr.info,ADD868671, ,48320000,73130000,00000000,00000000,00000000,00000000,513112,54184,00000,00000,00000,48,E,-114.3679695,62.4542408,2,2, , , ,187.99,25,6,-114.367969500192,62.4542408001728
3253,300FA4DD-802D-469A-82B1-F32BCBB29AE6,POI3804770,CKQN RADIO STATION, , , ,BAKER LAKE,BAKER LAKE,NU,X0C0A0, ,867-793-2962, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-96.021397,64.311964,8,2, , , ,2.001,-1,12,-96.0213969997717,64.3119639997389
3254,1AB96E6A-E488-4070-8D22-9B98AD2CD146,POI3804771,COMMUNITY AERODROME RADIO STATION (CARS), , , ,ULUKHAKTOK,ULUKHAKTOK,NT,X0E0S0, ,867-396-3141, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-117.772229,70.73691,8,2, , , ,5.117,-1,12,-117.772229000068,70.7369099996968
3255,D9819D06-0B2D-4F47-A416-79FB449ED523,POI3804772,COMMUNITY AERODROME RADIO STATION (CARS), ,PELLY BAY, ,KUGAARUK,"KEEWATIN, UNORGANIZED",NU,X0B1K0, ,867-769-6567, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-90.243918,63.67332,8,2, , , ,10.004,-1,12,-90.2439180004154,63.6733200004177
3256,846B2C12-BD9A-4E22-9EDE-FBEEFBB0A264,POI3804773,FORT NORMAN RADIO SOCIETY, ,FORT NORMAN, ,TULITA,TULITA,NT,X0E0K0, ,867-588-3213, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-125.578056,64.901667,8,2, , , ,63.61,-1,12,-125.578055999585,64.9016670003319
3257,4A7C3AFB-A23B-4B9E-ACE9-FFEDC30E9175,POI3804774,ISSATIKPALUK RADIO SOCIETY, , , ,WHALE COVE,WHALE COVE,NU,X0C0J0, ,867-896-9903, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-92.601676,62.242523,8,2, , , ,8.995,-1,12,-92.6016760000473,62.2425230003362
3258,50D43977-C97E-4BE3-991B-5AC7D9650917,POI3804775,KING WILLIAM RADIO SOCIETY - ON AIR, ,PO BOX 64, ,GJOA HAVEN,GJOA HAVEN,NU,X0B1J0, ,867-360-6341, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-95.849722,68.635556,8,2, , , ,45.997,-1,12,-95.8497219996705,68.6355559999095
3259,AE4A377D-1ED0-4907-88B8-AB5B7F471B5E,POI3804776,KUGLUKTUK RADIO SOCIETY, , , ,KUGLUKTUK,KUGLUKTUK,NU,X0B0E0, ,867-982-4733, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-115.136162,67.815001,8,2, , , ,23.006,-1,12,-115.136162000376,67.8150009996965
3260,4379558D-7AE2-4654-B333-1F21179C15DE,POI3804777,QIKIQTARJUAQ NALAUTING, , , ,QIKIQTARJUAQ,QIKIQTARJUAQ,NU,X0A0B0, ,867-927-8971, , , , , ,48320000,00000000,00000000,00000000,00000000,00000000,513112,00000,00000,00000,00000,48,E,-64.021831,67.545148,8,2, , , ,28.125,-1,12,-64.0218310001005,67.5451480001801
3261,4638E06D-4E3D-4A8D-BDFB-91748C717F01,POI3804778,CENTRE SQUARE - MARLIN YELLOWKNIFE TRAVEL, ,5022 49 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3R8, ,867-873-4481,867-873-9835, , ,ADD825758, ,47290000,47240000,00000000,00000000,00000000,00000000,561599,56151,00000,00000,00000,47,E,-114.3686973,62.4534547,2,2, , , ,186.99,25,6,-114.36869729994,62.4534547000744
3262,0B18731F-3FDF-4A00-B265-E981345EFB1F,POI3804779,ATIILU REAL ESTATE & PROPERTY MANAGEMENT, , , ,IQALUIT,IQALUIT,NU, , ,867-979-1343, , , , , ,65310000,00000000,00000000,00000000,00000000,00000000,53121,531312,00000,00000,00000,65,H,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3263,A23174DF-30DE-40A9-A909-63A866D8091F,POI3804788,GREENWAY REALTY LTD, ,31 CAPITAL DR, ,HAY RIVER,HAY RIVER,NT,X0E1G2, ,867-874-2232,867-874-2249, ,http://www.greenwayrealty.ca,ADD1223692, ,65310000,00000000,00000000,00000000,00000000,00000000,53121,00000,00000,00000,00000,65,H,-115.7870241,60.8089903,5,2, , ,POI4405070,160.994,50,5,-115.787225195586,60.8087448322083
3264,F6AA3606-A2AA-453E-A206-4FEAA2D2FBBC,POI3804791,COLDWELL BANKER NORTHERN BESTSELLERS - KEN PEARMAN RES, ,4917 48 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-3381, , , ,ADD858815, ,65310000,00000000,00000000,00000000,00000000,00000000,53121,00000,00000,00000,00000,65,H,-114.3694493,62.4554302,2,2, , , ,187.103,25,6,-114.369449300445,62.4554302003435
3265,76735F25-CD3A-41F6-8535-C71236CC6D10,POI3804793,THE BOTTLE SHOP-RECYCLING DEPOT, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-4449, , , , , ,42120000,00000000,00000000,00000000,00000000,00000000,562111,00000,00000,00000,00000,42,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3266,DA8F579F-B832-442C-ACDA-50E577212CE4,POI3804799,SOUTH CAMP INN, ,RESOLUTE BAY, ,RESOLUTE,RESOLUTE,NU,X0A0V0, ,867-252-3737, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,72111,00000,00000,00000,00000,70,I,-94.969444,74.716944,8,2, , , ,61.002,-1,12,-94.9694439999406,74.7169439999657
3267,9A41DE49-C9F4-417B-88A1-AD3CFB7EC52E,POI3804800,A TASTE OF SAIGON, ,4913 50 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2P7, ,867-873-9777, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-114.3728163,62.4547756,2,2, , , ,188.988,25,6,-114.372816300132,62.454775600014
3268,8D18C62D-64C2-4832-BB41-3B4EE7835C1D,POI3804802,BULLOCKS' BISTRO, ,3534 WEAVER DR, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2J6, ,867-873-3474,867-873-9381, , ,ADD859635, ,58120000,00000000,00000000,00000000,00000000,00000000,72211,722211,00000,00000,00000,58,G,-114.3495699,62.4643837,2,2, , , ,159.898,25,6,-114.349569899931,62.4643837004475
3269,8CE8C5A1-AAD7-4FF5-8F46-3F147625417D,POI3804804,CLOUD NINE RESTAURANT, ,INUVIK AIRPORT, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-3541, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-133.690613,68.354382,8,2, , , ,11.453,-1,12,-133.69061300039,68.3543819999294
3270,933CDA55-4CB6-4F21-8F16-0F3B325CB09A,POI3804810,INNS NORTH, ,PO BOX 38, ,CAMBRIDGE BAY,CAMBRIDGE BAY,NU,X0B0C0, ,867-983-2215, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-105.138333,69.108056,8,2, , , ,16.999,-1,12,-105.138332999968,69.1080559996847
3271,CB9C8BBB-F61D-4073-A8A3-DFC8BD0CE6D8,POI3804815,NORTHERN LIGHTS CAFE, , , ,IQALUIT,IQALUIT,NU, , ,867-975-3261, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3272,98BF93E2-BA13-4A53-86A2-129604559A71,POI3804819,SNACK Y2K, ,BLDG 163, ,IQALUIT,IQALUIT,NU, , ,867-979-6767, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3273,4DEA3181-55CB-478A-A9DD-AA86C002AD80,POI3804823,TRADER'S GRILL, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-3531, ,800-661-0892, , , ,58120000,00000000,00000000,00000000,00000000,00000000,72211,00000,00000,00000,00000,58,G,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
3274,217A3F4E-59D2-4675-B84A-3A88DB54EF69,POI3804832,NASIVVIK HIGH SCHOOL, , , ,POND INLET,POND INLET,NU,X0A0S0, ,867-899-8864, , , , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-77.958181,72.700114,8,2, , , ,39.353,-1,12,-77.958181000153,72.7001140003609
3275,BBEE9660-BA09-44D4-A2DF-9991E2C696AE,POI3804833,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,KIMMIRUT,KIMMIRUT,NU,X0A0N0, ,867-939-2414,867-899-8960,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-69.869203,62.847419,8,2, , , ,5.314,-1,12,-69.8692030003182,62.8474190000869
3276,3CAFDAA7-4023-4F4F-9BF6-2910C3C0D873,POI3804834,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,CAPE DORSET,CAPE DORSET,NU,X0A0C0, ,867-897-8825,867-897-8244,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-76.540568,64.233304,8,2, , , ,17.113,-1,12,-76.5405680001131,64.2333040001795
3277,7D0E4F47-9B68-474A-90A9-41BB2F6F826B,POI3804837,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,ARCTIC BAY,ARCTIC BAY,NU,X0A0A0, ,867-439-9913,867-439-8393,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-85.033056,73.005278,8,2, , , ,30.011,-1,12,-85.0330560000343,73.0052779995801
3278,A129DD52-5A5F-43F0-8515-F07002794A6A,POI3804838,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,CLYDE RIVER,CLYDE RIVER,NU,X0A0E0, ,867-924-6371,867-924-6248,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-68.519828,70.483874,8,2, , , ,22,-1,12,-68.5198280003619,70.4838739995855
3279,AEBD034D-33DE-4308-8DF7-2E48B15AA6E1,POI3804840,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,HALL BEACH,HALL BEACH,NU,X0A0K0, ,867-928-8803,867-928-8979,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-81.235208,68.772735,8,2, , , ,8.002,-1,12,-81.2352079998493,68.7727350001202
3280,C9D94503-1FF1-414A-879C-FDBADB26D349,POI3804841,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,IGLOOLIK,IGLOOLIK,NU,X0A0L0, ,867-934-8876,867-934-8782,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-81.824419,69.366849,8,2, , , ,51.671,-1,12,-81.8244190002366,69.3668489999814
3281,A90A3998-7BE1-416B-ACD6-B782A0E69113,POI3804842,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,IQALUIT,IQALUIT,NU, , ,867-979-7236,867-979-7104,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
3282,50B35473-F04D-4914-92C6-24A5D26D1531,POI3804843,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,PANGNIRTUNG,PANGNIRTUNG,NU,X0A0R0, ,867-473-8920,867-473-8664,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-65.717481,66.139533,8,2, , , ,176.819,-1,12,-65.7174810002479,66.1395330003477
3283,2A86B271-E2E3-4243-A40A-E80DA57BE362,POI3804844,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,POND INLET,POND INLET,NU,X0A0S0, ,867-899-8837,867-899-8960,866-988-4636, , , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,00000,00000,00000,00000,82,I,-77.958181,72.700114,8,2, , , ,39.353,-1,12,-77.958181000153,72.7001140003609
3284,20B59567-A63A-44EB-B2B7-7663D501BE0A,POI3804845,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,QIKIQTARJUAQ,QIKIQTARJUAQ,NU,X0A0B0, ,867-927-8847,867-927-8219,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-64.021831,67.545148,8,2, , , ,28.125,-1,12,-64.0218310001005,67.5451480001801
3285,F077220B-ADE3-4131-AEBF-E4679DDAFF9F,POI3804846,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,RESOLUTE,RESOLUTE,NU,X0A0V0, ,867-252-3782,867-252-3778,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-94.969444,74.716944,8,2, , , ,61.002,-1,12,-94.9694439999406,74.7169439999657
3286,8642F39C-D559-4569-B625-BF33D1F394BE,POI3804847,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,SANIKILUAQ,SANIKILUAQ,NU,X0A0W0, ,867-266-8885,867-266-8906,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-79.222418,56.540775,8,2, , , ,3,-1,12,-79.2224180003903,56.540775000366
3287,E50C5EEA-8816-43E4-92D7-5196125096A6,POI3804848,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,ARVIAT,ARVIAT,NU,X0C0E0, ,867-857-2903,867-857-2928,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-94.07189,61.095587,8,2, , , ,9.006,-1,12,-94.0718900003232,61.0955870000401
3288,F311D710-998F-4E0C-8FBB-D2B9DD2C9456,POI3804849,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,BAKER LAKE,BAKER LAKE,NU,X0C0A0, ,867-793-2971,867-793-2181,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-96.021397,64.311964,8,2, , , ,2.001,-1,12,-96.0213969997717,64.3119639997389
3289,A08BCA2D-F2F0-4821-8034-95D268ECDB4F,POI3804850,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,CHESTERFIELD INLET,CHESTERFIELD INLET,NU,X0C0B0, ,867-898-9048,867-898-9101,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-90.736827,63.346514,8,2, , , ,9.006,-1,12,-90.7368269997662,63.3465139996214
3290,48E4C8F2-1437-49DD-8BA1-9F34222CE2CE,POI3804851,NUNAVUT ARCTIC COLLEGE HEAD OFFICE - COMMUNITY LEARNING CTR, , , ,CORAL HARBOUR,CORAL HARBOUR,NU,X0C0C0, ,867-925-9746,867-925-8301,866-988-4636,http://www.nac.nu.ca, , ,82210000,82440000,00000000,00000000,00000000,00000000,61131,61141,00000,00000,00000,82,I,-83.166893,64.133739,8,2, , , ,10.755,-1,12,-83.1668930003117,64.1337389997551
